8.2,-2082.9,-2082.9,1015.9
8.25,-2082.9,-2082.9,1015.9
8.3,-2109.6,-2109.6,1017.8
8.35,-2109.6,-2109.6,1017.8
8.4,-2136.3,-2136.3,1020
8.45,-2136.3,-2136.3,1020
8.5,-2163,-2163,1021.8
8.55,-2163,-2163,1021.8
8.6,-2189.7,-2189.7,1023.4
8.65,-2189.7,-2189.7,1023.4
8.7,-2216.4,-2216.4,1024.7
8.75,-2216.4,-2216.4,1024.7
8.8,-2243.1,-2243.1,1025.9
8.85,-2243.1,-2243.1,1025.9
8.9,-2269.8,-2269.8,1027.2
8.95,-2269.8,-2269.8,1027.2
9,-2296.5,-2296.5,1028.5
9.05,-2296.5,-2296.5,1028.5
9.1,-2323.2,-2323.2,1029.6
9.15,-2323.2,-2323.2,1029.6
9.2,-2349.9,-2349.9,1030.2
9.25,-2349.9,-2349.9,1030.2
9.3,-2376.6,-2376.6,1030.9
9.35,-2376.6,-2376.6,1030.9
9.4,-2403.3,-2403.3,1031.3
9.45,-2403.3,-2403.3,1031.3
9.5,-2430.1,-2430.1,1031.6
9.55,-2430.1,-2430.1,1031.6
9.6,-2456.8,-2456.8,1031.8
9.65,-2456.8,-2456.8,1031.8
9.7,-2483.5,-2483.5,1031.6
9.75,-2483.5,-2483.5,1031.6
9.8,-2510.2,-2510.2,1031.4
9.85,-2510.2,-2510.2,1031.4
9.9,-2536.9,-2536.9,1030.9
9.95,-2536.9,-2536.9,1030.9
10,-2563.6,-2563.6,1030.6
10.05,-2563.6,-2563.6,1030.6
10.1,-2590.3,-2590.3,1029.9
10.15,-2590.3,-2590.3,1029.9
10.2,-2617,-2617,1029.6
10.25,-2617,-2617,1029.6
10.3,-2643.7,-2643.7,1029.8
10.35,-2643.7,-2643.7,1029.8
10.4,-2670.4,-2670.4,1029.9
10.45,-2670.4,-2670.4,1029.9
10.5,-2697.1,-2696.1,1030.5
10.55,-2697.1,-2696.1,1030.5
10.6,-2723.8,-2718.5,1031.5
10.65,-2723.8,-2718.5,1031.5
10.7,-2750.5,-2738.5,1033
10.75,-2750.5,-2738.5,1033
10.8,-2777.2,-2756.6,1034.6
10.85,-2777.2,-2756.6,1034.6
10.9,-2803.9,-2773.7,1036.4
10.95,-2803.9,-2773.7,1036.4
11,-2830.6,-2792.5,1037.6
11.05,-2830.6,-2792.5,1037.6
11.1,-2857.3,-2808.8,1039
11.15,-2857.3,-2808.8,1039
11.2,-2884,-2823.5,1040.6
11.25,-2884,-2823.5,1040.6
11.3,-2910.7,-2837.5,1042.1
11.35,-2910.7,-2837.5,1042.1
11.4,-2937.4,-2850.8,1043.7
11.45,-2937.4,-2850.8,1043.7
11.5,-2964.1,-2863.2,1045.2
11.55,-2964.1,-2863.2,1045.2
11.6,-2990.8,-2875,1046.8
11.65,-2990.8,-2875,1046.8
11.7,-3017.5,-2886.2,1048.2
11.75,-3017.5,-2886.2,1048.2
11.8,-3044.2,-2897.5,1049.4
11.85,-3044.2,-2897.5,1049.4
11.9,-3070.9,-2909.3,1050.2
11.95,-3070.9,-2909.3,1050.2
12,-3097.6,-2921.4,1050.8
12.05,-3097.6,-2921.4,1050.8
12.1,-3124.4,-2932.7,1051.3
12.15,-3124.4,-2932.7,1051.3
12.2,-3151.1,-2940.5,1052.4
12.25,-3151.1,-2940.5,1052.4
12.3,-3177.8,-2945.9,1053.8
12.35,-3177.8,-2945.9,1053.8
12.4,-3204.5,-2952.1,1055
12.45,-3204.5,-2952.1,1055
12.5,-3231.2,-2958.4,1055.9
12.55,-3231.2,-2958.4,1055.9
12.6,-3257.9,-2965.2,1056.4
12.65,-3257.9,-2965.2,1056.4
12.7,-3284.6,-2971.5,1056.8
12.75,-3284.6,-2971.5,1056.8
12.8,-3311.3,-2976.6,1057.2
12.85,-3311.3,-2976.6,1057.2
12.9,-3338,-2982.2,1057.3
12.95,-3338,-2982.2,1057.3
13,-3364.7,-2990.8,1056.4
13.05,-3364.7,-2990.8,1056.4
13.1,-3391.4,-2997.4,1055.9
13.15,-3391.4,-2997.4,1055.9
13.2,-3418.1,-3001.7,1055.6
13.25,-3418.1,-3001.7,1055.6
13.3,-3444.8,-3006.1,1055.3
13.35,-3444.8,-3006.1,1055.3
13.4,-3471.5,-3010,1054.9
13.45,-3471.5,-3010,1054.9
13.5,-3498.2,-3014.2,1054.2
13.55,-3498.2,-3014.2,1054.2
13.6,-3524.9,-3018.2,1053.4
13.65,-3524.9,-3018.2,1053.4
13.7,-3551.6,-3023.3,1052.2
13.75,-3551.6,-3023.3,1052.2
13.8,-3578.3,-3031.3,1050.3
13.85,-3578.3,-3031.3,1050.3
13.9,-3605,-3036.5,1048.9
13.95,-3605,-3036.5,1048.9
14,-3631.7,-3040.5,1047.6
14.05,-3631.7,-3040.5,1047.6
14.1,-3658.4,-3043.2,1046.6
14.15,-3658.4,-3043.2,1046.6
14.2,-3685.1,-3045.2,1045.7
14.25,-3685.1,-3045.2,1045.7
14.3,-3711.8,-3048.3,1044.5
14.35,-3711.8,-3048.3,1044.5
14.4,-3737.4,-3051.5,1043.2
14.45,-3737.4,-3051.5,1043.2
14.5,-3761.6,-3054.6,1041.8
14.55,-3761.6,-3054.6,1041.8
14.6,-3784.4,-3057.1,1040.4
14.65,-3784.4,-3057.1,1040.4
14.7,-3806.8,-3060.1,1038.8
14.75,-3806.8,-3060.1,1038.8
14.8,-3826.7,-3061.6,1037.4
14.85,-3826.7,-3061.6,1037.4
14.9,-3845.6,-3063.4,1035.8
14.95,-3845.6,-3063.4,1035.8
15,-3864.2,-3066.4,1034
15.05,-3864.2,-3066.4,1034
15.1,-3881.4,-3069,1032.2
15.15,-3881.4,-3069,1032.2
15.2,-3896.7,-3070.6,1030.6
15.25,-3896.7,-3070.6,1030.6
15.3,-3912.2,-3073.5,1028.5
15.35,-3912.2,-3073.5,1028.5
15.4,-3927.7,-3077.1,1026.3
15.45,-3927.7,-3077.1,1026.3
15.5,-3939.6,-3077.9,1024.5
15.55,-3939.6,-3077.9,1024.5
15.6,-3949.6,-3077.7,1022.9
15.65,-3949.6,-3077.7,1022.9
15.7,-3959.3,-3078.4,1021
15.75,-3959.3,-3078.4,1021
15.8,-3968.3,-3079.4,1019
15.85,-3968.3,-3079.4,1019
15.9,-3977.4,-3081.1,1016.8
15.95,-3977.4,-3081.1,1016.8
16,-3984.6,-3081.8,1014.8
16.05,-3984.6,-3081.8,1014.8
16.1,-3989.9,-3081.8,1012.9
16.15,-3989.9,-3081.8,1012.9
16.2,-3997.1,-3084.5,1010.4
16.25,-3997.1,-3084.5,1010.4
16.3,-4002.8,-3086.9,1007.9
16.35,-4002.8,-3086.9,1007.9
16.4,-4006.3,-3088.2,1005.7
16.45,-4006.3,-3088.2,1005.7
16.5,-4009.2,-3089.4,1003.4
16.55,-4009.2,-3089.4,1003.4
16.6,-4012.7,-3092.1,1000.8
16.65,-4012.7,-3092.1,1000.8
16.7,-4016.5,-3095.4,997.94
16.75,-4016.5,-3095.4,997.94
16.8,-4020.1,-3099.4,994.89
16.85,-4020.1,-3099.4,994.89
16.9,-4020.5,-3101,992.37
16.95,-4020.5,-3101,992.37
17,-4019.7,-3102.5,989.87
17.05,-4019.7,-3102.5,989.87
17.1,-4018.3,-3104.3,987.29
17.15,-4018.3,-3104.3,987.29
17.2,-4016.9,-3106.7,984.57
17.25,-4016.9,-3106.7,984.57
17.3,-4017.8,-3111.9,981.2
17.35,-4017.8,-3111.9,981.2
17.4,-4016.6,-3115.5,978.09
17.45,-4016.6,-3115.5,978.09
17.5,-4014.3,-3118.5,975.08
17.55,-4014.3,-3118.5,975.08
17.6,-4012.3,-3122.1,971.85
17.65,-4012.3,-3122.1,971.85
17.7,-4009.6,-3125.6,968.61
17.75,-4009.6,-3125.6,968.61
17.8,-4006.3,-3128.8,965.35
17.85,-4006.3,-3128.8,965.35
17.9,-4001.2,-3130.6,962.35
17.95,-4001.2,-3130.6,962.35
18,-3995.3,-3132,959.38
18.05,-3995.3,-3132,959.38
18.1,-3989.6,-3134,956.24
18.15,-3989.6,-3134,956.24
18.2,-3984.5,-3136.9,952.85
18.25,-3984.5,-3136.9,952.85
18.3,-3978,-3138.7,949.65
18.35,-3978,-3138.7,949.65
18.4,-3971.3,-3140.8,946.35
18.45,-3971.3,-3140.8,946.35
18.5,-3963,-3141.5,943.28
18.55,-3963,-3141.5,943.28
18.6,-3954.6,-3142.5,940.13
18.65,-3954.6,-3142.5,940.13
18.7,-3945.3,-3142.9,937.05
18.75,-3945.3,-3142.9,937.05
18.8,-3937.2,-3144.9,933.59
18.85,-3937.2,-3144.9,933.59
18.9,-3929.1,-3147.2,930.03
18.95,-3929.1,-3147.2,930.03
19,-3920.3,-3149.1,926.51
19.05,-3920.3,-3149.1,926.51
19.1,-3912.7,-3152.5,922.63
19.15,-3912.7,-3152.5,922.63
19.2,-3905.9,-3157,918.5
19.25,-3905.9,-3157,918.5
19.3,-3898.5,-3161.1,914.41
19.35,-3898.5,-3161.1,914.41
19.4,-3890.3,-3164.7,910.39
19.45,-3890.3,-3164.7,910.39
19.5,-3881.8,-3168.3,906.35
19.55,-3881.8,-3168.3,906.35
19.6,-3872.7,-3171.4,902.37
19.65,-3872.7,-3171.4,902.37
19.7,-3863.6,-3174.9,898.28
19.75,-3863.6,-3174.9,898.28
19.8,-3854.4,-3178.5,894.12
19.85,-3854.4,-3178.5,894.12
19.9,-3844.3,-3181.4,890.08
19.95,-3844.3,-3181.4,890.08
20,-3832.6,-3182.9,886.32
20.05,-3832.6,-3182.9,886.32
20.1,-3820.4,-3184,882.61
20.15,-3820.4,-3184,882.61
20.2,-3808.4,-3185.7,878.77
20.25,-3808.4,-3185.7,878.77
20.3,-3797.5,-3188.6,874.63
20.35,-3797.5,-3188.6,874.63
20.4,-3786.9,-3192.1,870.36
20.45,-3786.9,-3192.1,870.36
20.5,-3775.9,-3196,866.07
20.55,-3775.9,-3196,866.07
20.6,-3765,-3200,861.68
20.65,-3765,-3200,861.68
20.7,-3753.6,-3203.6,857.36
20.75,-3753.6,-3203.6,857.36
20.8,-3742,-3207.3,853
20.85,-3742,-3207.3,853
20.9,-3730.5,-3210.7,848.61
20.95,-3730.5,-3210.7,848.61
21,-3718.1,-3213.7,844.3
21.05,-3718.1,-3213.7,844.3
21.1,-3703.9,-3215.6,840.33
21.15,-3703.9,-3215.6,840.33
21.2,-3686.7,-3215.2,836.93
21.25,-3686.7,-3215.2,836.93
21.3,-3670.7,-3216.4,833.22
21.35,-3670.7,-3216.4,833.22
21.4,-3653,-3215.7,829.83
21.45,-3653,-3215.7,829.83
21.5,-3637,-3217.2,826
21.55,-3637,-3217.2,826
21.6,-3620.6,-3218.8,822.19
21.65,-3620.6,-3218.8,822.19
21.7,-3603.9,-3220.1,818.41
21.75,-3603.9,-3220.1,818.41
21.8,-3587.5,-3222.3,814.49
21.85,-3587.5,-3222.3,814.49
21.9,-3571.1,-3225,810.5
21.95,-3571.1,-3225,810.5
22,-3556,-3229,806.2
22.05,-3556,-3229,806.2
22.1,-3540.9,-3233,801.86
22.15,-3540.9,-3233,801.86
22.2,-3524.7,-3237,797.7
22.25,-3524.7,-3237,797.7
22.3,-3506.8,-3240.3,793.83
22.35,-3506.8,-3240.3,793.83
22.4,-3487.7,-3243.2,790.14
22.45,-3487.7,-3243.2,790.14
22.5,-3469.3,-3246.4,786.28
22.55,-3469.3,-3246.4,786.28
22.6,-3451,-3249.7,782.38
22.65,-3451,-3249.7,782.38
22.7,-3432.7,-3253.4,778.43
22.75,-3432.7,-3253.4,778.43
22.8,-3415.2,-3258,774.26
22.85,-3415.2,-3258,774.26
22.9,-3399.2,-3263.6,769.76
22.95,-3399.2,-3263.6,769.76
23,-3382.9,-3269,765.3
23.05,-3382.9,-3269,765.3
23.1,-3365.6,-3273.5,761.04
23.15,-3365.6,-3273.5,761.04
23.2,-3348.2,-3278.4,756.76
23.25,-3348.2,-3278.4,756.76
23.3,-3330.4,-3283,752.55
23.35,-3330.4,-3283,752.55
23.4,-3311.4,-3286.5,748.55
23.45,-3311.4,-3286.5,748.55
23.5,-3292.4,-3290.2,744.54
23.55,-3292.4,-3290.2,744.54
23.6,-3272.5,-3293.1,740.69
23.65,-3272.5,-3293.1,740.69
23.7,-3251.6,-3295.3,737.02
23.75,-3251.6,-3295.3,737.02
23.8,-3231.4,-3298.3,733.18
23.85,-3231.4,-3298.3,733.18
23.9,-3212.9,-3302.5,728.97
23.95,-3212.9,-3302.5,728.97
24,-3195.2,-3306.9,724.59
24.05,-3195.2,-3306.9,724.59
24.1,-3179.9,-3312.4,719.76
24.15,-3179.9,-3312.4,719.76
24.2,-3163.9,-3316.5,715.12
24.25,-3163.9,-3316.5,715.12
24.3,-3147.3,-3320.3,710.56
24.35,-3147.3,-3320.3,710.56
24.4,-3129.4,-3322.8,706.29
24.45,-3129.4,-3322.8,706.29
24.5,-3112.1,-3325.7,701.88
24.55,-3112.1,-3325.7,701.88
24.6,-3095.1,-3328.6,697.41
24.65,-3095.1,-3328.6,697.41
24.7,-3078.7,-3331.5,692.83
24.75,-3078.7,-3331.5,692.83
24.8,-3061.4,-3334,688.4
24.85,-3061.4,-3334,688.4
24.9,-3042.5,-3335.7,684.25
24.95,-3042.5,-3335.7,684.25
25,-3022.6,-3336.4,680.34
25.05,-3022.6,-3336.4,680.34
25.1,-3003.8,-3338.5,676.13
25.15,-3003.8,-3338.5,676.13
25.2,-2986.5,-3341.6,671.65
25.25,-2986.5,-3341.6,671.65
25.3,-2968.5,-3344.2,667.31
25.35,-2968.5,-3344.2,667.31
25.4,-2950.9,-3347.4,662.86
25.45,-2950.9,-3347.4,662.86
25.5,-2933.6,-3350.9,658.32
25.55,-2933.6,-3350.9,658.32
25.6,-2917.1,-3355.1,653.62
25.65,-2917.1,-3355.1,653.62
25.7,-2900.8,-3358.9,648.9
25.75,-2900.8,-3358.9,648.9
25.8,-2885.1,-3363,644.04
25.85,-2885.1,-3363,644.04
25.9,-2869.5,-3366.9,639.2
25.95,-2869.5,-3366.9,639.2
26,-2853.3,-3371,634.41
26.05,-2853.3,-3371,634.41
26.1,-2834.8,-3374.2,630.06
26.15,-2834.8,-3374.2,630.06
26.2,-2814.8,-3375.9,626.05
26.25,-2814.8,-3375.9,626.05
26.3,-2795.9,-3378.2,621.82
26.35,-2795.9,-3378.2,621.82
26.4,-2778.6,-3381.8,617.26
26.45,-2778.6,-3381.8,617.26
26.5,-2762,-3386,612.56
26.55,-2762,-3386,612.56
26.6,-2746.3,-3390.9,607.65
26.65,-2746.3,-3390.9,607.65
26.7,-2730.4,-3395.8,602.78
26.75,-2730.4,-3395.8,602.78
26.8,-2712.8,-3398.8,598.28
26.85,-2712.8,-3398.8,598.28
26.9,-2696.5,-3403,593.5
26.95,-2696.5,-3403,593.5
27,-2678.7,-3405.2,589.08
27.05,-2678.7,-3405.2,589.08
27.1,-2661.6,-3408.5,584.49
27.15,-2661.6,-3408.5,584.49
27.2,-2642.6,-3410,580.33
27.25,-2642.6,-3410,580.33
27.3,-2623.2,-3410.9,576.26
27.35,-2623.2,-3410.9,576.26
27.4,-2602.7,-3410.6,572.46
27.45,-2602.7,-3410.6,572.46
27.5,-2582.1,-3410.3,568.64
27.55,-2582.1,-3410.3,568.64
27.6,-2562.9,-3411.2,564.57
27.65,-2562.9,-3411.2,564.57
27.7,-2544.2,-3412.7,560.36
27.75,-2544.2,-3412.7,560.36
27.8,-2525.7,-3414.2,556.12
27.85,-2525.7,-3414.2,556.12
27.9,-2508.5,-3417,551.61
27.95,-2508.5,-3417,551.61
28,-2490.3,-3418.7,547.33
28.05,-2490.3,-3418.7,547.33
28.1,-2472.6,-3420.9,542.93
28.15,-2472.6,-3420.9,542.93
28.2,-2454.4,-3422.3,538.7
28.25,-2454.4,-3422.3,538.7
28.3,-2436.5,-3424,534.42
28.35,-2436.5,-3424,534.42
28.4,-2417.6,-3424.6,530.36
28.45,-2417.6,-3424.6,530.36
28.5,-2397.9,-3424.3,526.47
28.55,-2397.9,-3424.3,526.47
28.6,-2380,-3425.7,522.21
28.65,-2380,-3425.7,522.21
28.7,-2360.6,-3425.6,518.27
28.75,-2360.6,-3425.6,518.27
28.8,-2342.7,-3427,514.02
28.85,-2342.7,-3427,514.02
28.9,-2325.7,-3429.1,509.59
28.95,-2325.7,-3429.1,509.59
29,-2306.7,-3429.2,505.6
29.05,-2306.7,-3429.2,505.6
29.1,-2287.7,-3429.2,501.61
29.15,-2287.7,-3429.2,501.61
29.2,-2269,-3429.3,497.62
29.25,-2269,-3429.3,497.62
29.3,-2249.7,-3428.8,493.76
29.35,-2249.7,-3428.8,493.76
29.4,-2231.9,-3429.7,489.58
29.45,-2231.9,-3429.7,489.58
29.5,-2213.7,-3430.1,485.51
29.55,-2213.7,-3430.1,485.51
29.6,-2194.2,-3429,481.74
29.65,-2194.2,-3429,481.74
29.7,-2175.7,-3429.1,477.74
29.75,-2175.7,-3429.1,477.74
29.8,-2157.4,-3429.2,473.72
29.85,-2157.4,-3429.2,473.72
29.9,-2140.4,-3430.7,469.41
29.95,-2140.4,-3430.7,469.41
30,-2123.7,-3432.2,465.07
30.05,-2123.7,-3432.2,465.07
30.1,-2108.6,-3435.4,460.4
30.15,-2108.6,-3435.4,460.4
30.2,-2092.1,-3437.5,456.04
30.25,-2092.1,-3437.5,456.04
30.3,-2074.8,-3438.5,451.87
30.35,-2074.8,-3438.5,451.87
30.4,-2057.6,-3439.9,447.69
30.45,-2057.6,-3439.9,447.69
30.5,-2040.4,-3442.2,443.46
30.55,-2040.4,-3442.2,443.46
30.6,-2023.3,-3445.1,439.18
30.65,-2023.3,-3445.1,439.18
30.7,-2005.3,-3448.4,435.05
30.75,-2005.3,-3448.4,435.05
30.8,-1985.6,-3450.3,431.27
30.85,-1985.6,-3450.3,431.27
30.9,-1967.1,-3453,427.27
30.95,-1967.1,-3453,427.27
31,-1948.6,-3456.2,423.25
31.05,-1948.6,-3456.2,423.25
31.1,-1929.1,-3457.5,419.47
31.15,-1929.1,-3457.5,419.47
31.2,-1910.6,-3459.1,415.58
31.25,-1910.6,-3459.1,415.58
31.3,-1892.5,-3459.7,411.68
31.35,-1892.5,-3459.7,411.68
31.4,-1876.7,-3462.4,407.31
31.45,-1876.7,-3462.4,407.31
31.5,-1861.5,-3464.4,402.87
31.55,-1861.5,-3464.4,402.87
31.6,-1847,-3465.2,398.39
31.65,-1847,-3465.2,398.39
31.7,-1832.1,-3465.7,394.01
31.75,-1832.1,-3465.7,394.01
31.8,-1818,-3467.6,389.43
31.85,-1818,-3467.6,389.43
31.9,-1803.3,-3468.3,385.04
31.95,-1803.3,-3468.3,385.04
32,-1787.1,-3467.4,380.96
32.05,-1787.1,-3467.4,380.96
32.1,-1771.2,-3466.6,376.87
32.15,-1771.2,-3466.6,376.87
32.2,-1755.6,-3465.7,372.75
32.25,-1755.6,-3465.7,372.75
32.3,-1741.6,-3465.8,368.33
32.35,-1741.6,-3465.8,368.33
32.4,-1728.4,-3466.4,363.77
32.45,-1728.4,-3466.4,363.77
32.5,-1716.8,-3468,358.9
32.55,-1716.8,-3468,358.9
32.6,-1705.4,-3469.1,354.03
32.65,-1705.4,-3469.1,354.03
32.7,-1693.5,-3468.7,349.34
32.75,-1693.5,-3468.7,349.34
32.8,-1679.6,-3466.4,345.1
32.85,-1679.6,-3466.4,345.1
32.9,-1664.2,-3463,341.17
32.95,-1664.2,-3463,341.17
33,-1650.7,-3461.8,336.82
33.05,-1650.7,-3461.8,336.82
33.1,-1637.5,-3461.1,332.41
33.15,-1637.5,-3461.1,332.41
33.2,-1624.9,-3460.9,327.9
33.25,-1624.9,-3460.9,327.9
33.3,-1612.2,-3460.7,323.44
33.35,-1612.2,-3460.7,323.44
33.4,-1597.9,-3458.4,319.36
33.45,-1597.9,-3458.4,319.36
33.5,-1584.6,-3457,315.08
33.55,-1584.6,-3457,315.08
33.6,-1572.4,-3456.2,310.6
33.65,-1572.4,-3456.2,310.6
33.7,-1560.7,-3456.3,305.99
33.75,-1560.7,-3456.3,305.99
33.8,-1549.6,-3456.5,301.31
33.85,-1549.6,-3456.5,301.31
33.9,-1538.4,-3456.4,296.66
33.95,-1538.4,-3456.4,296.66
34,-1528.9,-3457.2,291.71
34.05,-1528.9,-3457.2,291.71
34.1,-1520.4,-3457.7,286.62
34.15,-1520.4,-3457.7,286.62
34.2,-1511.9,-3458.8,281.55
34.25,-1511.9,-3458.8,281.55
34.3,-1502.9,-3460,276.56
34.35,-1502.9,-3460,276.56
34.4,-1493,-3461,271.75
34.45,-1493,-3461,271.75
34.5,-1482.6,-3460.9,267.1
34.55,-1482.6,-3460.9,267.1
34.6,-1472.7,-3461.5,262.33
34.65,-1472.7,-3461.5,262.33
34.7,-1460.8,-3460.6,257.99
34.75,-1460.8,-3460.6,257.99
34.8,-1448.7,-3458.6,253.75
34.85,-1448.7,-3458.6,253.75
34.9,-1437.2,-3457.5,249.39
34.95,-1437.2,-3457.5,249.39
35,-1424,-3456.3,245.31
35.05,-1424,-3456.3,245.31
35.1,-1409.2,-3454.1,241.56
35.15,-1409.2,-3454.1,241.56
35.2,-1395.1,-3452.6,237.72
35.25,-1395.1,-3452.6,237.72
35.3,-1381.8,-3452,233.7
35.35,-1381.8,-3452,233.7
35.4,-1370.3,-3452.9,229.32
35.45,-1370.3,-3452.9,229.32
35.5,-1358.9,-3453.1,224.98
35.55,-1358.9,-3453.1,224.98
35.6,-1346.7,-3451.7,220.86
35.65,-1346.7,-3451.7,220.86
35.7,-1334.8,-3449.8,216.75
35.75,-1334.8,-3449.8,216.75
35.8,-1324.2,-3449.1,212.36
35.85,-1324.2,-3449.1,212.36
35.9,-1312.1,-3447.2,208.31
35.95,-1312.1,-3447.2,208.31
36,-1300,-3445.2,204.25
36.05,-1300,-3445.2,204.25
